Age,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager,EducationField_Medical,JobRole_Healthcare Representative,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,BusinessTravel_Non-Travel,BusinessTravel_Travel_Rarely,Department_Research & Development,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition
0.4523809523809524,3,3,1,1,0.06844204296925253,0,3,0.14285714285714285,0,0,0,0,0,0,1,0,1,0,0,1
0.3333333333333333,4,3,1,1,0.1252412196063296,0,3,0.0,0,0,0,0,0,0,1,1,0,0,1,0
0.047619047619047616,4,2,1,4,0.12331146275569278,0,3,0.0,0,0,0,0,0,0,0,1,0,0,1,1
0.380952380952381,1,3,2,3,0.2444358677473305,0,3,0.7142857142857142,0,0,0,0,0,0,1,1,0,0,1,0
0.4523809523809524,3,2,2,4,0.267206998584845,1,4,0.0,0,1,0,0,0,1,0,1,1,0,0,0
0.976190476190476,3,2,5,4,0.2515116428663322,1,3,0.14285714285714285,0,0,1,0,0,1,0,0,0,1,0,0
0.7619047619047619,1,3,5,2,0.2515116428663322,0,2,0.5,0,0,0,0,1,0,0,1,0,1,0,0
0.16666666666666669,3,2,2,3,0.30457995625884476,0,3,0.21428571428571427,0,0,0,0,0,0,1,0,0,0,1,1
0.16666666666666669,4,2,1,4,0.12093142930657404,2,3,0.07142857142857142,1,0,0,0,0,0,1,1,0,1,0,0
0.09523809523809518,2,3,1,4,0.11977357519619196,0,3,0.0,1,0,0,0,0,0,1,1,0,0,1,0
0.7857142857142856,1,2,3,1,0.4165058535957803,0,2,0.5714285714285714,1,1,0,0,0,0,0,1,0,0,1,0
0.380952380952381,1,1,2,3,0.32580728161584976,0,3,0.42857142857142855,0,0,0,0,0,0,0,1,0,0,1,1
0.857142857142857,4,4,4,4,0.2515116428663322,0,3,0.2857142857142857,0,0,1,0,0,1,0,0,0,0,1,0
0.14285714285714285,2,3,1,3,0.11353402804579955,1,3,0.14285714285714285,0,0,0,0,0,0,1,1,0,1,0,0
0.380952380952381,3,2,2,2,0.2248809983275441,1,3,0.0,0,0,0,0,0,0,1,1,1,0,0,0
0.4523809523809524,3,3,3,4,0.4129036408079249,0,3,0.21428571428571427,0,0,0,0,0,0,1,0,0,0,1,0
0.380952380952381,3,2,3,1,0.6832625755821433,0,3,0.5714285714285714,1,0,1,0,0,0,1,1,0,0,1,0
0.42857142857142855,2,3,3,4,0.5614949183069601,1,3,0.5714285714285714,0,0,0,0,0,0,0,0,0,1,0,0
0.42857142857142855,1,3,1,4,0.11745786697542777,1,3,0.0,0,0,0,0,0,0,1,1,1,0,0,0
0.5952380952380951,3,3,4,4,0.2515116428663322,2,4,0.8571428571428571,0,0,1,0,0,0,0,0,0,1,0,0
0.28571428571428564,1,1,1,3,0.1031776662807153,3,2,0.6428571428571428,0,0,0,0,0,0,0,1,1,0,0,0
0.35714285714285715,3,3,2,2,0.33043869805737813,1,4,0.5,0,0,0,0,0,1,0,0,0,1,0,0
0.9047619047619047,2,3,1,2,0.25434195291393286,3,3,0.21428571428571427,0,0,0,0,0,0,1,1,0,1,0,1
0.7857142857142856,1,3,5,3,0.2515116428663322,0,3,0.21428571428571427,0,0,0,0,1,0,1,1,0,0,1,0
0.3095238095238095,2,1,2,3,0.33211115399459673,0,2,0.5,0,0,0,0,0,0,1,0,0,1,0,1
0.19047619047619052,3,2,1,2,0.08741798533384794,0,2,0.21428571428571427,0,0,0,0,0,0,1,1,0,1,0,0
0.9523809523809523,4,3,3,4,0.5984175993824778,1,2,0.42857142857142855,1,1,0,0,0,0,1,1,0,1,0,1
0.02380952380952378,4,3,1,3,0.0428406020841374,0,2,0.0,0,0,0,0,0,0,1,0,0,0,1,1
0.09523809523809518,3,3,1,4,0.09738839572880485,1,3,0.07142857142857142,0,0,0,0,0,0,1,1,0,1,0,0
0.7380952380952379,3,3,2,1,0.3575196191946482,0,2,0.7857142857142857,1,0,0,1,0,0,1,1,0,1,0,0
0.5952380952380951,2,4,1,3,0.23993310176251126,0,3,0.14285714285714285,1,0,0,0,0,0,0,1,0,0,1,0
0.7619047619047619,3,3,3,4,0.5274025472790429,0,3,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,1,0
0.3095238095238095,2,1,2,3,0.22835456065869036,1,3,0.14285714285714285,0,0,0,0,0,0,1,0,0,1,0,1
0.5476190476190477,3,3,3,3,0.46185513958574553,1,3,0.5,0,0,0,0,0,0,1,0,1,0,0,0
0.19047619047619052,3,3,1,3,0.12434066640936577,1,3,0.5,0,0,0,0,0,0,1,0,0,1,0,0
0.42857142857142855,2,3,2,2,0.25292679789013256,2,3,0.07142857142857142,1,0,0,1,0,0,1,1,1,0,0,0
0.7857142857142856,1,1,3,4,0.6201595265663193,0,3,0.21428571428571427,0,0,0,1,0,0,0,1,0,0,1,1
0.49999999999999994,4,2,2,3,0.3147433423388653,1,4,0.6428571428571428,0,0,0,0,0,0,1,0,0,1,0,0
0.16666666666666669,1,2,2,3,0.4908014923452979,0,3,0.14285714285714285,0,0,0,0,0,0,1,0,0,1,0,0
0.28571428571428564,3,3,2,4,0.34336806895664485,0,1,0.5,0,0,0,0,0,0,1,0,0,1,0,0
0.3333333333333333,1,3,1,1,0.2052618036794031,0,4,0.2857142857142857,1,0,0,0,0,0,1,1,0,0,1,1
0.6428571428571428,3,3,1,4,0.1571465328701917,0,2,0.21428571428571427,1,0,0,0,0,0,1,1,0,0,1,0
0.4761904761904761,4,3,2,3,0.21278785539688666,0,3,0.14285714285714285,0,0,0,0,0,0,1,1,0,0,1,0
0.28571428571428564,1,3,1,3,0.10439984561945194,0,2,0.2857142857142857,0,0,0,0,0,0,1,1,0,0,1,0
0.3333333333333333,4,1,2,4,0.23536601054933748,3,4,0.5,1,0,0,0,0,0,0,0,1,0,0,0
0.28571428571428564,4,3,1,1,0.14119387623826063,1,3,0.14285714285714285,0,0,0,0,0,0,1,1,1,0,0,0
0.28571428571428564,2,2,1,4,0.11006046571465329,0,3,0.14285714285714285,1,0,0,0,0,0,1,1,0,0,1,0
0.5476190476190477,4,2,4,1,0.2515116428663322,1,2,0.5,0,0,1,0,0,0,0,1,1,0,0,0
0.5476190476190477,3,3,1,1,0.07905570564775506,1,3,0.2857142857142857,0,0,0,0,0,0,1,1,0,1,0,0
0.02380952380952378,2,3,1,2,0.03049015824006175,0,3,0.0,1,0,0,0,0,0,1,1,0,0,1,0
0.5238095238095237,2,3,2,2,0.2956387495175608,1,3,0.9285714285714285,1,0,0,0,0,0,0,1,1,0,0,0
0.4047619047619047,3,3,3,2,0.4043483854367683,2,3,0.42857142857142855,0,0,0,0,0,0,1,0,0,1,0,0
0.8333333333333333,2,3,2,3,0.08342982117586518,1,1,0.3571428571428571,0,0,0,0,0,0,1,0,0,1,0,0
0.6428571428571428,2,3,2,2,0.08613148076675674,1,1,0.21428571428571427,0,0,0,0,0,0,1,1,1,0,0,0
0.3333333333333333,2,3,3,4,0.5138942493245852,0,3,0.5,0,0,0,0,0,0,0,0,0,0,1,0
0.2619047619047619,4,3,2,3,0.21291650585359578,1,3,0.6428571428571428,0,0,0,1,0,1,0,1,0,1,0,0
0.7857142857142856,2,2,2,3,0.3295381448604143,0,3,0.0,1,0,0,1,0,0,1,1,0,1,0,0
0.9523809523809523,2,2,1,2,0.15032805866460824,1,2,0.0,1,0,0,0,0,0,1,1,0,1,0,0
0.5238095238095237,3,2,3,4,0.6333461983790043,1,2,0.7857142857142857,0,0,0,0,0,0,1,0,0,1,0,0
0.380952380952381,3,3,1,3,0.07860542904927313,1,3,0.14285714285714285,0,0,0,0,0,0,0,0,0,1,0,0
0.09523809523809518,3,3,1,4,0.0845233500578927,2,3,0.14285714285714285,1,0,0,0,0,0,1,1,0,1,0,0
0.21428571428571425,4,3,1,2,0.06529010677987908,1,1,0.14285714285714285,1,0,0,0,0,1,0,1,1,0,0,0
0.23809523809523808,3,3,1,4,0.10961018911617136,1,1,0.14285714285714285,1,0,0,0,0,0,1,1,0,1,0,0
0.9285714285714284,3,4,3,4,0.5422616750289464,1,1,0.2857142857142857,0,1,0,0,0,0,1,1,1,0,0,0
0.21428571428571425,3,2,1,3,0.10015438054805094,1,2,0.07142857142857142,1,0,0,0,0,1,0,1,1,0,0,0
0.7619047619047619,3,3,5,2,0.2515116428663322,0,3,0.2857142857142857,0,0,1,0,0,0,1,1,0,0,1,0
0.5476190476190477,1,3,1,3,0.09275697928727648,1,3,0.5714285714285714,0,0,0,0,0,0,1,1,1,0,0,0
0.28571428571428564,2,3,3,4,0.5409751704618552,1,3,0.2857142857142857,0,0,0,0,0,0,1,0,0,1,0,0
0.4761904761904761,1,2,2,4,0.4938247780779622,0,4,0.5,0,0,0,0,0,0,1,0,0,0,1,0
0.3333333333333333,3,3,1,3,0.1305158883314036,0,3,0.2857142857142857,0,0,0,0,0,0,1,1,0,0,1,0
0.21428571428571425,3,3,1,2,0.13180239289849477,1,2,0.07142857142857142,0,0,0,0,0,0,1,1,0,1,0,0
0.02380952380952378,3,1,1,1,0.08465200051460182,0,4,0.0,0,0,0,0,0,0,0,0,0,0,1,1
0.42857142857142855,4,3,1,2,0.06940692139457096,0,2,0.14285714285714285,1,0,0,0,0,0,0,1,0,0,1,0
0.28571428571428564,3,3,2,1,0.13270294609545863,2,3,0.7142857142857142,1,0,0,0,0,1,0,1,1,0,0,0
0.6428571428571428,3,3,2,1,0.25710793773317897,1,4,0.21428571428571427,0,0,0,0,0,0,1,0,1,0,0,0
0.9047619047619047,3,3,1,1,0.20892834169561303,1,3,0.14285714285714285,0,0,0,0,0,0,1,1,1,0,0,0
0.35714285714285715,3,3,1,4,0.09590891547664994,0,4,0.14285714285714285,0,0,0,0,0,0,1,1,0,0,1,0
0.02380952380952378,2,2,1,4,0.005982246236974145,0,2,0.0,0,0,0,0,0,0,1,1,0,0,1,1
0.6666666666666665,2,3,3,1,0.6074874565804709,3,3,0.5,0,0,0,0,0,0,1,0,1,0,0,0
0.4761904761904761,3,3,1,4,0.08227196706548308,0,3,0.07142857142857142,0,0,0,0,0,0,1,1,0,0,1,0
0.3095238095238095,3,3,1,4,0.18782966679531715,1,3,0.14285714285714285,1,0,0,0,0,0,1,1,0,1,0,0
0.380952380952381,4,3,1,2,0.08375144731763799,0,3,0.14285714285714285,1,0,0,0,0,0,1,1,0,0,1,0
0.5476190476190477,2,3,1,2,0.13707706162356875,0,2,0.14285714285714285,0,0,0,0,0,0,1,0,0,0,1,1
0.7619047619047619,3,2,1,3,0.1724559372185771,1,2,0.14285714285714285,1,0,0,0,0,0,1,1,0,1,0,0
0.8333333333333333,4,4,2,1,0.22134311076804325,2,3,0.21428571428571427,1,0,0,1,0,0,1,1,1,0,0,0
0.35714285714285715,4,3,1,2,0.11237617393541748,1,3,0.42857142857142855,1,0,0,0,0,0,1,1,0,1,0,0
0.5238095238095237,4,3,5,3,0.2515116428663322,1,3,0.6428571428571428,1,0,1,0,0,0,1,1,0,1,0,0
0.8809523809523809,3,4,5,2,0.2515116428663322,0,3,0.21428571428571427,1,0,0,0,1,0,1,1,0,0,1,0
0.380952380952381,4,2,2,3,0.5492087996912389,0,2,0.6428571428571428,0,0,0,1,0,0,0,1,0,1,0,0
0.7857142857142856,4,3,4,2,0.8185385308117844,0,3,0.0,1,1,0,0,0,0,1,1,0,0,1,0
0.8095238095238095,3,2,5,3,0.2515116428663322,1,3,0.6428571428571428,0,0,1,0,0,0,1,1,0,1,0,0
0.21428571428571425,4,3,1,2,0.08169304001029203,0,2,0.21428571428571427,1,0,0,0,0,0,1,1,0,0,1,0
0.4047619047619047,2,2,2,3,0.31564389553582917,0,3,0.07142857142857142,0,0,0,1,0,0,1,1,0,1,0,1
0.5952380952380951,4,4,1,4,0.06947124662292552,3,4,0.14285714285714285,1,0,0,0,0,1,0,1,1,0,0,0
0.6428571428571428,1,2,4,4,0.2515116428663322,1,3,0.5714285714285714,1,0,1,0,0,1,0,1,0,1,0,0
0.4523809523809524,2,4,1,1,0.16435095844590247,1,2,0.5,0,0,0,0,0,0,1,1,0,1,0,0
0.4047619047619047,2,3,2,2,0.21973498005917924,0,3,0.14285714285714285,1,0,0,0,0,0,0,1,0,0,1,0
0.5714285714285714,3,3,2,3,0.2737681718770102,1,3,0.14285714285714285,1,0,0,1,0,1,0,1,1,0,0,0
0.4761904761904761,4,3,2,3,0.35661906599768434,0,3,0.0,0,0,0,1,0,0,1,1,0,1,0,0
0.4761904761904761,4,3,2,4,0.3378360993181526,1,1,0.5,0,0,0,1,0,0,1,1,0,1,0,0
0.21428571428571425,3,2,2,1,0.21156567605815002,1,3,0.0,0,0,0,1,0,0,0,1,0,1,0,0
0.7380952380952379,4,3,2,4,0.37276469831467907,2,3,0.5,0,0,0,1,0,1,0,1,1,0,0,0
0.380952380952381,4,3,1,3,0.1804965907628972,1,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0
0.5238095238095237,3,3,2,4,0.11141129551009905,1,4,0.5,1,0,0,0,0,0,1,1,0,1,0,0
0.4761904761904761,2,3,2,1,0.3643380934002316,0,3,0.0,1,1,0,0,0,0,1,1,0,1,0,1
0.2619047619047619,2,3,3,4,0.4264762639907372,3,2,0.6428571428571428,0,0,0,0,0,0,1,0,0,1,0,1
0.09523809523809518,4,4,1,2,0.08484497619966551,1,2,0.14285714285714285,0,0,0,0,0,0,1,1,1,0,0,0
0.42857142857142855,2,3,1,4,0.0735880612376174,0,3,0.5,1,0,0,0,0,0,0,1,0,0,1,0
0.5238095238095237,4,2,2,4,0.2487456580470861,1,1,0.14285714285714285,0,1,0,0,0,1,0,1,0,1,0,0
0.6666666666666665,4,3,3,1,0.5394956902097002,1,3,0.21428571428571427,1,1,0,0,0,0,1,1,1,0,0,0
0.3333333333333333,4,1,3,4,0.6040782194776791,0,2,0.5714285714285714,1,0,0,0,0,0,1,0,0,1,0,1
0.28571428571428564,3,2,3,3,0.4801878296667954,0,3,0.5714285714285714,0,0,0,1,0,1,0,1,0,0,1,0
0.21428571428571425,4,3,2,3,0.5771259487971183,0,3,0.5,0,0,0,0,0,0,0,0,0,0,1,0
0.7857142857142856,2,2,3,2,0.738517946738711,2,1,0.5,0,0,0,0,1,0,1,1,0,1,0,0
0.28571428571428564,4,3,1,1,0.10600797632831598,0,3,0.2857142857142857,0,0,0,0,0,0,1,1,0,0,1,1
0.5476190476190477,4,3,3,4,0.8093400231570823,0,3,0.0,0,0,1,0,0,0,1,0,0,0,1,0
0.28571428571428564,3,2,2,1,0.3658175736523865,0,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,1,1
0.2619047619047619,3,3,1,3,0.06747716454393414,0,2,0.3571428571428571,0,0,0,0,0,0,1,1,0,0,1,1
0.6428571428571428,4,2,3,4,0.5053389939534285,0,3,0.5714285714285714,1,0,0,0,0,1,0,0,0,0,1,0
0.857142857142857,4,3,2,1,0.31718770101633864,1,3,0.3571428571428571,0,0,0,0,0,0,1,0,0,1,0,0
0.42857142857142855,4,3,2,2,0.31551524507912004,0,4,0.5,0,0,0,0,0,0,1,1,0,0,1,0
